comment_id,post_id,author_id,parent_id,body,score,path,created_at,status
CM0000182,P003796,U01559,CM0000095,Side result manage only manager education reduce over remember support.,119,P003796/CM0000095/CM0000182,2024-06-11T02:44:32,active
CM0000183,P002739,U02062,,North where here police bill they oil break quite worry design now sound first consumer chair represent third.,107,P002739/CM0000183,2024-03-25T13:25:30,active
CM0000184,P002019,U01166,,Car certain people many.,111,P002019/CM0000184,2025-10-28T15:27:46,active
CM0000185,P002556,U01910,CM0000171,Fly born protect suffer seem what blue collection worry focus man surface it these worry know worker former miss medical car myself.,76,P002556/CM0000171/CM0000185,2025-06-02T23:40:52,active
CM0000186,P001943,U00415,CM0000116,Add food what court successful turn serve future major ask until thank address visit never Republican out everybody rule one community democratic manage even anything involve weight board.,73,P001943/CM0000116/CM0000186,2025-07-23T02:21:23,active
CM0000187,P003505,U02757,,Nation site read yeah enjoy both indeed mother theory of out.,159,P003505/CM0000187,2024-09-29T08:09:05,active
CM0000188,P000443,U01010,,Film push through thing your standard remember major community summer training like for treat argue machine Congress begin language according information want part open water build executive threat office particularly start land four draw career east wish.,124,P000443/CM0000188,2024-06-27T16:56:07,active
CM0000189,P001928,U01065,,Data many finally activity along PM tonight hand clear local manage bank among authority price charge or find teach present never tend score cup among.,73,P001928/CM0000189,2025-09-28T11:11:04,active
CM0000190,P000199,U01217,,Movement window really thus again within however.,118,P000199/CM0000190,2025-10-18T12:19:34,active
CM0000191,P000230,U00040,CM0000110,Notice employee remain responsibility too each.,29,P000230/CM0000110/CM0000191,2024-01-07T03:13:35,flagged
CM0000192,P003865,U02688,CM0000133,Light you himself war clearly year whom help national himself card too specific kitchen shoulder suggest industry machine economy.,41,P003865/CM0000133/CM0000192,2025-08-10T07:11:43,active
CM0000193,P003441,U01133,,Too today born station seat public think.,62,P003441/CM0000193,2025-07-13T11:08:39,active
CM0000194,P002234,U02092,CM0000155,Relationship adult culture full red who consumer area trouble wrong rest main sure sit clearly alone exactly focus worker few ready local film record.,29,P002234/CM0000155/CM0000194,2024-08-14T19:27:15,active
CM0000195,P003687,U02576,,Approach visit north rule kid attorney close set fine share leave boy individual she right realize yes cut order.,134,P003687/CM0000195,2025-07-26T19:13:40,active
CM0000196,P002910,U01084,,Growth art force site follow right computer big ability audience sing old know take discover upon training write audience continue.,-16,P002910/CM0000196,2024-12-09T15:48:48,active
CM0000197,P000118,U00938,CM0000049,Administration party safe particularly bill onto.,175,P000118/CM0000049/CM0000197,2025-09-26T01:58:32,active
CM0000198,P000272,U00460,,Clearly such lead spend every create different coach personal choice memory ten low whole financial professional popular sing able experience.,141,P000272/CM0000198,2024-02-13T20:49:32,active
CM0000199,P000178,U01592,,Kind door provide knowledge appear grow interesting fight understand score lose laugh hotel state available blue major difficult choose special response including health meet writer car these wife most fall election pay laugh guy gun.,166,P000178/CM0000199,2024-03-03T19:11:32,active
CM0000200,P001807,U01719,,Hair three account operation culture condition third technology identify responsibility black management truth data safe network behavior brother.,82,P001807/CM0000200,2025-01-23T05:07:31,active
CM0000201,P003870,U01405,CM0000077,Easy mean large those sing should message.,-20,P003870/CM0000077/CM0000201,2024-09-24T06:58:43,active
CM0000202,P000251,U02184,,Green ask past.,-11,P000251/CM0000202,2024-02-18T16:01:11,active
CM0000203,P000623,U01714,CM0000177,Himself society radio prevent day main around full itself record feel health provide onto join program start draw back alone piece administration.,27,P000623/CM0000177/CM0000203,2024-02-18T07:38:28,removed
CM0000204,P000499,U02520,,Senior model interview method light agency bill main instead their brother short authority really entire weight point and one including upon best.,78,P000499/CM0000204,2025-10-08T20:36:10,active
CM0000205,P001967,U00020,CM0000156,Participant speech later project world.,129,P001967/CM0000156/CM0000205,2024-02-12T01:27:00,active
CM0000206,P000669,U01008,,Return too until better on against about notice son growth involve range well simply suggest man lawyer not dark.,168,P000669/CM0000206,2025-05-10T11:30:53,active
CM0000207,P000916,U02884,,Method candidate card ten become choose pressure push air money visit wait thought determine final.,59,P000916/CM0000207,2024-09-20T04:30:45,active
CM0000208,P002562,U01087,CM0000181,Likely popular turn with realize wish happen least mean their computer beautiful begin coach country PM grow she paper week prove those for position.,131,P002562/CM0000181/CM0000208,2025-06-12T08:31:53,active
CM0000209,P000604,U02639,,Her simple consumer network remember accept Republican analysis pretty instead scientist north receive product attention.,16,P000604/CM0000209,2024-04-07T16:40:21,active
CM0000210,P000257,U00933,,Garden idea option author news structure summer practice rich opportunity whether forward medical artist early amount.,180,P000257/CM0000210,2024-04-11T03:38:47,active
CM0000211,P003362,U01694,CM0000175,Song laugh life make security down pressure thing order away break writer.,67,P003362/CM0000175/CM0000211,2025-03-17T01:29:26,active
CM0000212,P001497,U01721,CM0000165,For catch red modern recognize address employee draw reach maintain team baby nation boy easy.,180,P001497/CM0000165/CM0000212,2025-10-29T05:25:38,active
CM0000213,P002821,U01925,,Image television food bit owner throw whose billion page today sell level produce box notice good today magazine economy charge station western newspaper American own behind.,67,P002821/CM0000213,2024-12-18T16:59:29,active
CM0000214,P001968,U01254,,Media many reality during and nothing good wait pass provide set of century institution model.,87,P001968/CM0000214,2024-11-25T02:22:08,active
CM0000215,P001173,U02868,,Know leader himself stay individual however single machine arrive game thing all travel ten parent data resource know.,111,P001173/CM0000215,2024-08-25T13:59:52,active
CM0000216,P002119,U02864,,Cell skill along reduce standard size past house take remain region area least sing apply hear later contain.,102,P002119/CM0000216,2025-05-16T16:51:37,active
CM0000217,P002624,U02650,,Gas wonder relationship then dream thus sea performance provide me.,87,P002624/CM0000217,2025-07-19T23:49:12,active
CM0000218,P002771,U01319,,Why whatever born certainly table box science old industry benefit.,152,P002771/CM0000218,2025-10-17T01:44:27,active
CM0000219,P002191,U00263,CM0000067,Economy participant month offer east increase first purpose statement boy exactly half name fight give generation about visit learn carry method energy together sister follow time hard cover.,9,P002191/CM0000067/CM0000219,2024-10-11T07:08:57,active
CM0000220,P000121,U00353,,Then national situation ahead although material quite break bank see room really majority product analysis.,96,P000121/CM0000220,2024-01-11T18:38:25,active
CM0000221,P002763,U00067,CM0000125,Life let perform measure executive cultural perhaps for energy national conference author environment meeting.,144,P002763/CM0000125/CM0000221,2024-06-25T12:35:32,active
CM0000222,P002400,U00372,,Our senior contain environmental hotel seem time doctor down head sign summer.,114,P002400/CM0000222,2025-05-01T00:47:57,active
CM0000223,P000319,U00937,,Network social manage team more subject than until executive among young job star on almost vote energy system vote miss meet happen character.,112,P000319/CM0000223,2024-06-12T05:33:19,active
CM0000224,P001349,U01833,,Guess science upon moment certainly walk beyond leave know fear successful degree water design bank save health air.,-13,P001349/CM0000224,2024-03-16T13:26:48,active
CM0000225,P002707,U02498,,Including soon college someone help security political end successful billion especially interest push brother into street he policy experience.,165,P002707/CM0000225,2024-10-14T10:39:18,active
CM0000226,P001218,U00694,,Painting town old simple herself travel purpose defense continue science design effect attention trouble moment idea.,63,P001218/CM0000226,2025-08-07T00:18:23,active
CM0000227,P001480,U00971,,Market money dream hundred modern president available instead through analysis of central cold green have should exactly road human perform network peace better guess.,56,P001480/CM0000227,2024-04-30T15:23:49,active
CM0000228,P002900,U01590,,Reduce tonight figure development send eat eat red newspaper single black child management color better board study debate.,130,P002900/CM0000228,2024-09-08T16:28:07,active
CM0000229,P001149,U01126,,Nothing result drug involve Congress provide.,167,P001149/CM0000229,2025-03-30T18:14:48,active
CM0000230,P002293,U02484,,Usually outside argue difficult buy test edge of time your must star administration need when country as professor claim check.,112,P002293/CM0000230,2024-04-18T20:00:01,active
CM0000231,P002641,U01369,CM0000220,Two article participant my tax behavior include sister turn why leave prevent under something more father friend later much now right prevent according likely it nor.,128,P002641/CM0000220/CM0000231,2025-08-23T11:14:11,flagged
CM0000232,P002823,U02972,,Law often read possible.,109,P002823/CM0000232,2024-07-01T18:34:45,active
CM0000233,P002848,U01961,CM0000036,Team list hotel nice science pull beat blood compare capital role concern office process these scientist get girl job miss safe special area better yet just smile mother.,190,P002848/CM0000036/CM0000233,2024-09-20T05:41:59,active
